price,title,url,typology,location,area_m2
1540,"Apartamento T1 na Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34810876/,T1,"Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",60
1595,"Apartamento T2,  Calçada dos Mestres, Centro, Campolide",https://www.idealista.pt/imovel/34785877/,T2,,80
1540,"Apartamento T1 na Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34806721/,T1,"Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",60
1540,"Apartamento T1 na Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34806704/,T1,"Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",60
1700,"Apartamento T2 na Rua General Taborda, Centro, Campolide",https://www.idealista.pt/imovel/34794704/,T2,"Rua General Taborda, Centro, Campolide",74
1750,"Apartamento T2,  Calçada da Quintinha, Centro, Campolide",https://www.idealista.pt/imovel/34807645/,T2,,80
1805,"Apartamento T2 na Rua Vítor Bastos, Centro, Campolide",https://www.idealista.pt/imovel/34807627/,T2,"Rua Vítor Bastos, Centro, Campolide",70
1540,"Apartamento T1 na Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34770547/,T1,"Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",60
1540,"Apartamento T1 na Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34806518/,T1,"Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",60
1540,"Apartamento T1 na Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/imovel/34812512/,T1,"Rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",60
